Agency,City,State,NTD ID,Organization Type,Reporter Type,UACE Code,UZA Name,Primary UZA Population,Agency VOMS,Bus,Bus with ULB Reported,Bus >= ULB,Articulated Bus,Articulated Bus with ULB Reported,Articulated Bus >= ULB,Over-the-Road Bus,Over-the-Road Bus with ULB Reported,Over-the-Road Bus >= ULB,Double Decker Bus,Double Decker Bus with ULB Reported,Double Decker Bus >= ULB,School Bus,SchoolBus with ULB Reported,School Bus >= ULB,Van,Van with ULB Reported,Van >= ULB,Cutaway,Cutaway with ULB Reported,Cutaway >= ULB,Automobile,Automobile with ULB Reported,Automobile >= ULB,Minivan,Minivan with ULB Reported,Minivan >= ULB,Sport Utility Vehicle,Sport Utility Vehicle with ULB Reported,Sport Utility Vehicle >= ULB,Trolleybus,TrolleyBus with ULB Reported,Trolleybus >= ULB,Heavy Rail Passenger Car,Heavy Rail Passenger Car with ULB Reported,Heavy Rail Passenger Car >= ULB,Light Rail Vehicle,Light Rail Vehicle with ULB Reported,Light Rail Vehicle >= ULB,Commuter Rail Passenger Coach,Commuter Rail Passenger Coach with ULB Reported,Commuter Rail Passenger Coach >= ULB,Commuter Rail Self-Propelled Passenger Car,Commuter Rail Self-Propelled Passenger Car with ULB Reported,Commuter Rail Self-Propelled Passenger Car >= ULB,Locomotive,Locomotive with ULB Reported,Locomotive >= ULB,Automated Guideway Vehicle,Automated Guideway Vehicle with ULB Reported,Automated Guideway Vehicle >= ULB,Vintage/Historic Trolley,Vintage/Historic Trolley with ULB Reported,Vintage/Historic Trolley >= ULB,Streetcar,Streetcar with ULB Reported,Streetcar >= ULB,Aerial Tramway,Aerial Tramway with ULB Reported,Aerial Tramway >= ULB,Monorail,Monorail >= ULB,Cable Car,Cable Car with ULB Reported,Cable Car >= ULB,Inclined Plane,Inclined Plane with ULB Reported,Inclined Plane >= ULB,Ferryboat,Ferryboat with ULB Reported,Ferryboat >= ULB,Other,Other with ULB Reported,Other >= ULB,Total Revenue Vehicles,Total with ULB Reported,Total Revenue Vehicles >= ULB,Automobiles,Automobiles >= ULB,Trucks and Other Rubber Tire Vehicles,Trucks and Other Rubber Tire Vehicles >= ULB,Steel Wheel Vehicles,Steel Wheel Vehicles >= ULB,Total Service Vehicles,Total Service Vehicles >= ULB
Town of Trumbull,Trumbull,CT,11184,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0
Town of Suffield,Suffield,CT,11185,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,0,0,0,0,0,0
Town of Stratford Senior Services,Stratford,CT,11186,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,0
Town of Stafford,Stafford,CT,11187,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Town of Southbury,Southbury,CT,11189,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0
Town of South Windsor,South Windsor,CT,11190,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0
Town of Somers,Somers,CT,11191,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0
Town of Simsbury,Simsbury,CT,11192,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0
Town of Sherman,Sherman,CT,11193,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Town of Rocky Hill,Rocky Hill,CT,11195,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0
Town of Prospect,Prospect,CT,11196,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0
Town of Plainville,Plainville,CT,11197,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0
Town of Orange,Orange,CT,11198,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0
Town of New Milford,New Milford,CT,11199,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0
Town of Middlebury,Middlebury,CT,11201,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0
Town of Marlborough,Marlborough,CT,11202,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0
Town of Manchester,Manchester,CT,11204,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0
Town of Ledyard,Ledyard,CT,11206,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Town of Hebron,Hebron,CT,11207,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0
Town of Groton,Groton,CT,11208,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0
Town of Griswold,Griswold,CT,11209,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Town of Goshen (CT),Goshen,CT,11210,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Town of Glastonbury,Glastonbury,CT,11211,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0
Town of Farmington,Farmington,CT,11212,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0
Town of Enfield,Enfield,CT,11213,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,7,0,0,0,0,0,0,0,0
Town of East Windsor,East Windsor,CT,11214,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0
Town of Cromwell,Cromwell,CT,11215,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0
Town of Colchester,Colchester,CT,11216,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0
Town of Cheshire,Cheshire,CT,11217,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,0
City of Torrington - Sullivan Senior Center,Torrington,CT,11221,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0
Transportation Assoc. of Greenwich,Riverside,CT,11223,Corporation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,0
The Wheels Program of New Milford,New Milford,CT,11224,Corporation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"The Arc of Litchfield County, Inc",Torrington,CT,11225,Corporation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0
Norwalk Senior Center,Norwalk,CT,11227,Corporation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0
Hockanum Valley Community Council,Vernon,CT,11228,Corporation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,0,0,0,0,0,0,0,0
Geer Nursing & Rehabilitation Center,Canaan,CT,11229,Corporation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0
Rockingham Nutrition Meals on Wheels,Brentwood,NH,11243,Corporation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
East Windsor Township,East Windsor,NJ,20194,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
Middlesex County,New Brunswick,NJ,20196,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,33,33,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,2,0,0,1,0,0,0,1,0
"Meadowlands Transportation Brokerage Corporation, dba: EZ Ride",Wood Ridge,NJ,20197,Corporation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,28,28,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,1,0,0,0,0,0,0,0,0
Essex County,Newark,NJ,20202,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,15,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,15,0,0,0,0,0,0,0,0
Bayonne Economic Opportunity Foundation,Bayonne,NJ,22931,Corporation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Borough of Carteret,Carteret,NJ,22932,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0
Borough of Cliffside Park Housing Authority,Cliffside Park,NJ,22933,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0
Borough of Roselle Park,Roselle Park,NJ,22934,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0
City of Margate (NJ),Margate,NJ,22936,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
City of Passaic,Passaic,NJ,22937,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0
County of Passaic,Wayne,NJ,22938,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,6,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,9,0,0,0,0,0,0,0,0
City of Plainfield,Plainfield,NJ,22939,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0
City of Pleasantville,Pleasantville,NJ,22940,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0
County of Ocean,Toms River,NJ,22941,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,3,0,0,0,14,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,8,0,0,0,0,0,0,0,0
County of Union,Elizabeth,NJ,22942,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,49,49,10,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,12,0,0,0,0,0,0,0,0
Long Beach Island Community Center Inc.,Brant Beach,NJ,22943,Corporation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"The Greater Mercer Transportation Management Association, Inc.",Princeton,NJ,22944,Corporation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4,0,0,0,0,0,0,0,0
Town of Kearny,Kearny,NJ,22945,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0
Township of Cranford,Cranford,NJ,22946,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
Township of Nutley,Nutley,NJ,22948,County or Local Government Unit or Department of Transportation,Reduced Asset Reporter,,,,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,0,0,0,0,0,0
